C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,D,Moritz Seider (36809539),Moritz Seider,36809539,D/UTIL,5600,CGY@DET 11/27/2024 07:30PM ET,DET,9.97
,,,,,,,,,,C,Sam Bennett (36808591),Sam Bennett,36808591,C/UTIL,5600,TOR@FLA 11/27/2024 07:30PM ET,FLA,11.87
,,,,,,,,,,D,Morgan Rielly (36809537),Morgan Rielly,36809537,D/UTIL,5600,TOR@FLA 11/27/2024 07:30PM ET,TOR,9.79
,,,,,,,,,,RW,Wyatt Johnston (36808949),Wyatt Johnston,36808949,W/UTIL,5600,DAL@CHI 11/27/2024 08:30PM ET,DAL,8.56
,,,,,,,,,,D,Thomas Chabot (36809541),Thomas Chabot,36809541,D/UTIL,5600,OTT@SJS 11/27/2024 10:30PM ET,OTT,10.33
,,,,,,,,,,RW,Mats Zuccarello (36808953),Mats Zuccarello,36808953,W/UTIL,5500,MIN@BUF 11/27/2024 07:00PM ET,MIN,9.34
,,,,,,,,,,LW,Artturi Lehkonen (36808951),Artturi Lehkonen,36808951,W/UTIL,5500,VGK@COL 11/27/2024 10:00PM ET,COL,9.08
,,,,,,,,,,C,Anthony Cirelli (36808593),Anthony Cirelli,36808593,C/UTIL,5500,WSH@TBL 11/27/2024 07:30PM ET,TBL,11.85
,,,,,,,,,,D,Seth Jones (36809543),Seth Jones,36809543,D/UTIL,5500,DAL@CHI 11/27/2024 08:30PM ET,CHI,10.72
,,,,,,,,,,D,Vince Dunn (36809545),Vince Dunn,36809545,D/UTIL,5500,ANA@SEA 11/27/2024 10:00PM ET,SEA,12.38
,,,,,,,,,,LW,Valeri Nichushkin (36808955),Valeri Nichushkin,36808955,W/UTIL,5400,VGK@COL 11/27/2024 10:00PM ET,COL,8.48
,,,,,,,,,,RW,Pavel Dorofeyev (36808957),Pavel Dorofeyev,36808957,W/UTIL,5400,VGK@COL 11/27/2024 10:00PM ET,VGK,10.55
,,,,,,,,,,C,Macklin Celebrini (36808595),Macklin Celebrini,36808595,C/UTIL,5400,OTT@SJS 11/27/2024 10:30PM ET,SJS,12.78
,,,,,,,,,,D,Jake Walman (36809547),Jake Walman,36809547,D/UTIL,5400,OTT@SJS 11/27/2024 10:30PM ET,SJS,11.72
,,,,,,,,,,C,Bo Horvat (36808597),Bo Horvat,36808597,C/UTIL,5300,BOS@NYI 11/27/2024 07:30PM ET,NYI,9.50
,,,,,,,,,,D,Erik Karlsson (36809549),Erik Karlsson,36809549,D/UTIL,5300,VAN@PIT 11/27/2024 07:30PM ET,PIT,8.70
,,,,,,,,,,RW,Steven Stamkos (36808959),Steven Stamkos,36808959,W/UTIL,5300,PHI@NSH 11/27/2024 08:00PM ET,NSH,8.45
,,,,,,,,,,RW,Drake Batherson (36808961),Drake Batherson,36808961,W/UTIL,5300,OTT@SJS 11/27/2024 10:30PM ET,OTT,11.24
,,,,,,,,,,C,Mika Zibanejad (36808599),Mika Zibanejad,36808599,C/UTIL,5200,NYR@CAR 11/27/2024 07:00PM ET,NYR,8.98
,,,,,,,,,,RW,Alexis Lafreniere (36808963),Alexis Lafreniere,36808963,W/UTIL,5200,NYR@CAR 11/27/2024 07:00PM ET,NYR,9.16
,,,,,,,,,,LW,Chris Kreider (36808965),Chris Kreider,36808965,W/UTIL,5200,NYR@CAR 11/27/2024 07:00PM ET,NYR,9.09
,,,,,,,,,,D,Jakob Chychrun (36809551),Jakob Chychrun,36809551,D/UTIL,5200,WSH@TBL 11/27/2024 07:30PM ET,WSH,10.36
,,,,,,,,,,D,Alex Pietrangelo (36809553),Alex Pietrangelo,36809553,D/UTIL,5100,VGK@COL 11/27/2024 10:00PM ET,VGK,10.67
,,,,,,,,,,LW,Seth Jarvis (36808967),Seth Jarvis,36808967,W/UTIL,5100,NYR@CAR 11/27/2024 07:00PM ET,CAR,12.34
,,,,,,,,,,C,Nazem Kadri (36808601),Nazem Kadri,36808601,C/UTIL,5100,CGY@DET 11/27/2024 07:30PM ET,CGY,9.34
,,,,,,,,,,LW,Anders Lee (36808969),Anders Lee,36808969,W/UTIL,5100,BOS@NYI 11/27/2024 07:30PM ET,NYI,10.78
,,,,,,,,,,C,Roope Hintz (36808603),Roope Hintz,36808603,C/UTIL,5100,DAL@CHI 11/27/2024 08:30PM ET,DAL,8.96
,,,,,,,,,,D,Jake Middleton (36809557),Jake Middleton,36809557,D/UTIL,5000,MIN@BUF 11/27/2024 07:00PM ET,MIN,10.50
,,,,,,,,,,C,Robert Thomas (36808605),Robert Thomas,36808605,C/UTIL,5000,STL@NJD 11/27/2024 07:00PM ET,STL,8.84
,,,,,,,,,,LW,Rickard Rakell (36808971),Rickard Rakell,36808971,W/UTIL,5000,VAN@PIT 11/27/2024 07:30PM ET,PIT,9.18
,,,,,,,,,,C,Nick Suzuki (36808607),Nick Suzuki,36808607,C/UTIL,5000,MTL@CBJ 11/27/2024 07:30PM ET,MTL,11.06
,,,,,,,,,,LW,Mason Marchment (36808973),Mason Marchment,36808973,W/UTIL,5000,DAL@CHI 11/27/2024 08:30PM ET,DAL,9.90
,,,,,,,,,,D,Neal Pionk (36809555),Neal Pionk,36809555,D/UTIL,5000,WPG@LAK 11/27/2024 10:00PM ET,WPG,10.84
,,,,,,,,,,D,Jonas Brodin (36809559),Jonas Brodin,36809559,D/UTIL,4900,MIN@BUF 11/27/2024 07:00PM ET,MIN,10.08
,,,,,,,,,,RW,Kyle Palmieri (36808977),Kyle Palmieri,36808977,W/UTIL,4900,BOS@NYI 11/27/2024 07:30PM ET,NYI,10.54
,,,,,,,,,,RW,Kirill Marchenko (36808975),Kirill Marchenko,36808975,W/UTIL,4900,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,10.80
,,,,,,,,,,D,Jacob Trouba (36809561),Jacob Trouba,36809561,D/UTIL,4800,NYR@CAR 11/27/2024 07:00PM ET,NYR,10.72
,,,,,,,,,,C,Brock Nelson (36808611),Brock Nelson,36808611,C/UTIL,4800,BOS@NYI 11/27/2024 07:30PM ET,NYI,10.82
,,,,,,,,,,LW,Brad Marchand (36808979),Brad Marchand,36808979,W/UTIL,4800,BOS@NYI 11/27/2024 07:30PM ET,BOS,9.53
,,,,,,,,,,C,Boone Jenner (36808609),Boone Jenner,36808609,C/UTIL,4800,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,0
,,,,,,,,,,RW,Alex Laferriere (36808981),Alex Laferriere,36808981,W/UTIL,4800,WPG@LAK 11/27/2024 10:00PM ET,LAK,9.12
,,,,,,,,,,C,Casey Mittelstadt (36808613),Casey Mittelstadt,36808613,C/UTIL,4700,VGK@COL 11/27/2024 10:00PM ET,COL,9.48
,,,,,,,,,,D,Colton Parayko (36809563),Colton Parayko,36809563,D/UTIL,4700,STL@NJD 11/27/2024 07:00PM ET,STL,11.04
,,,,,,,,,,RW,Patrick Kane (36808985),Patrick Kane,36808985,W/UTIL,4700,CGY@DET 11/27/2024 07:30PM ET,DET,6.28
,,,,,,,,,,C,Mathew Barzal (36808615),Mathew Barzal,36808615,C/UTIL,4700,BOS@NYI 11/27/2024 07:30PM ET,NYI,8.12
,,,,,,,,,,RW,Troy Terry (36808983),Troy Terry,36808983,W/UTIL,4700,ANA@SEA 11/27/2024 10:00PM ET,ANA,8.39
,,,,,,,,,,C,Dylan Cozens (36808617),Dylan Cozens,36808617,C/UTIL,4600,MIN@BUF 11/27/2024 07:00PM ET,BUF,8.51
,,,,,,,,,,C,Marco Rossi (36808619),Marco Rossi,36808619,C/UTIL,4600,MIN@BUF 11/27/2024 07:00PM ET,MIN,8.48
,,,,,,,,,,D,Charlie McAvoy (36809565),Charlie McAvoy,36809565,D/UTIL,4600,BOS@NYI 11/27/2024 07:30PM ET,BOS,8.04
,,,,,,,,,,LW,Trevor Moore (36808987),Trevor Moore,36808987,W/UTIL,4600,WPG@LAK 11/27/2024 10:00PM ET,LAK,7.63
,,,,,,,,,,RW,Jordan Eberle (36808989),Jordan Eberle,36808989,W/UTIL,4600,ANA@SEA 11/27/2024 10:00PM ET,SEA,8.54
,,,,,,,,,,D,Justin Faulk (36809567),Justin Faulk,36809567,D/UTIL,4500,STL@NJD 11/27/2024 07:00PM ET,STL,7.04
,,,,,,,,,,LW,Yegor Chinakhov (36808991),Yegor Chinakhov,36808991,W/UTIL,4500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,9.6
,,,,,,,,,,RW,Jonathan Marchessault (36808993),Jonathan Marchessault,36808993,W/UTIL,4500,PHI@NSH 11/27/2024 08:00PM ET,NSH,9.25
,,,,,,,,,,C,Ryan Donato (36808621),Ryan Donato,36808621,C/UTIL,4500,DAL@CHI 11/27/2024 08:30PM ET,CHI,9.14
,,,,,,,,,,C,Matty Beniers (36808623),Matty Beniers,36808623,C/UTIL,4500,ANA@SEA 11/27/2024 10:00PM ET,SEA,6.58
,,,,,,,,,,RW,Lucas Raymond (36808997),Lucas Raymond,36808997,W/UTIL,4400,CGY@DET 11/27/2024 07:30PM ET,DET,9.18
,,,,,,,,,,C,Elias Lindholm (36808625),Elias Lindholm,36808625,C/UTIL,4400,BOS@NYI 11/27/2024 07:30PM ET,BOS,7.17
,,,,,,,,,,RW,Patrik Laine (36808995),Patrik Laine,36808995,W/UTIL,4400,MTL@CBJ 11/27/2024 07:30PM ET,MTL,0
,,,,,,,,,,D,Drew Doughty (36809569),Drew Doughty,36809569,D/UTIL,4400,WPG@LAK 11/27/2024 10:00PM ET,LAK,0
,,,,,,,,,,C,Leo Carlsson (36808627),Leo Carlsson,36808627,C/UTIL,4400,ANA@SEA 11/27/2024 10:00PM ET,ANA,6.62
,,,,,,,,,,RW,Tyler Toffoli (36808999),Tyler Toffoli,36808999,W/UTIL,4400,OTT@SJS 11/27/2024 10:30PM ET,SJS,10.48
,,,,,,,,,,D,Jared Spurgeon (36809573),Jared Spurgeon,36809573,D/UTIL,4300,MIN@BUF 11/27/2024 07:00PM ET,MIN,8.15
,,,,,,,,,,LW,Ivan Barbashev (36809003),Ivan Barbashev,36809003,W/UTIL,4300,VGK@COL 11/27/2024 10:00PM ET,VGK,10.82
,,,,,,,,,,RW,Conor Garland (36809001),Conor Garland,36809001,W/UTIL,4300,VAN@PIT 11/27/2024 07:30PM ET,VAN,8.60
,,,,,,,,,,C,Sean Couturier (36808629),Sean Couturier,36808629,C/UTIL,4300,PHI@NSH 11/27/2024 08:00PM ET,PHI,8.3
,,,,,,,,,,C,Ryan O'Reilly (36808631),Ryan O'Reilly,36808631,C/UTIL,4300,PHI@NSH 11/27/2024 08:00PM ET,NSH,6.95
,,,,,,,,,,D,Olen Zellweger (36809571),Olen Zellweger,36809571,D/UTIL,4300,ANA@SEA 11/27/2024 10:00PM ET,ANA,8.77
,,,,,,,,,,D,Noah Hanifin (36809575),Noah Hanifin,36809575,D/UTIL,4200,VGK@COL 11/27/2024 10:00PM ET,VGK,9.13
,,,,,,,,,,C,Mikael Backlund (36808633),Mikael Backlund,36808633,C/UTIL,4200,CGY@DET 11/27/2024 07:30PM ET,CGY,8.42
,,,,,,,,,,RW,Blake Coleman (36809005),Blake Coleman,36809005,W/UTIL,4200,CGY@DET 11/27/2024 07:30PM ET,CGY,7.75
,,,,,,,,,,LW,Matthew Knies (36809009),Matthew Knies,36809009,W/UTIL,4200,TOR@FLA 11/27/2024 07:30PM ET,TOR,7.79
,,,,,,,,,,RW,Gabriel Vilardi (36809007),Gabriel Vilardi,36809007,W/UTIL,4200,WPG@LAK 11/27/2024 10:00PM ET,WPG,8.37
,,,,,,,,,,D,Ryker Evans (36809577),Ryker Evans,36809577,D/UTIL,4200,ANA@SEA 11/27/2024 10:00PM ET,SEA,7.92
,,,,,,,,,,C,Josh Norris (36808635),Josh Norris,36808635,C/UTIL,4200,OTT@SJS 11/27/2024 10:30PM ET,OTT,9.06
,,,,,,,,,,D,Owen Power (36809581),Owen Power,36809581,D/UTIL,4100,MIN@BUF 11/27/2024 07:00PM ET,BUF,9.76
,,,,,,,,,,LW,Pavel Buchnevich (36809013),Pavel Buchnevich,36809013,W/UTIL,4100,STL@NJD 11/27/2024 07:00PM ET,STL,7.7
,,,,,,,,,,C,Anton Lundell (36808639),Anton Lundell,36808639,C/UTIL,4100,TOR@FLA 11/27/2024 07:30PM ET,FLA,9.29
,,,,,,,,,,LW,Juraj Slafkovsky (36809015),Juraj Slafkovsky,36809015,W/UTIL,4100,MTL@CBJ 11/27/2024 07:30PM ET,MTL,6.88
,,,,,,,,,,D,Kaiden Guhle (36809579),Kaiden Guhle,36809579,D/UTIL,4100,MTL@CBJ 11/27/2024 07:30PM ET,MTL,9.32
,,,,,,,,,,RW,Teuvo Teravainen (36809011),Teuvo Teravainen,36809011,W/UTIL,4100,DAL@CHI 11/27/2024 08:30PM ET,CHI,7.47
,,,,,,,,,,C,Mason McTavish (36808637),Mason McTavish,36808637,C/UTIL,4100,ANA@SEA 11/27/2024 10:00PM ET,ANA,6.89
,,,,,,,,,,D,Brock Faber (36809589),Brock Faber,36809589,D/UTIL,4000,MIN@BUF 11/27/2024 07:00PM ET,MIN,6.88
,,,,,,,,,,C,Filip Chytil (36808643),Filip Chytil,36808643,C/UTIL,4000,NYR@CAR 11/27/2024 07:00PM ET,NYR,7.99
,,,,,,,,,,RW,Jack Roslovic (36809019),Jack Roslovic,36809019,W/UTIL,4000,NYR@CAR 11/27/2024 07:00PM ET,CAR,9.63
,,,,,,,,,,D,Shayne Gostisbehere (36809587),Shayne Gostisbehere,36809587,D/UTIL,4000,NYR@CAR 11/27/2024 07:00PM ET,CAR,8.66
,,,,,,,,,,LW,Yegor Sharangovich (36809017),Yegor Sharangovich,36809017,W/UTIL,4000,CGY@DET 11/27/2024 07:30PM ET,CGY,9.27
,,,,,,,,,,C,Adam Fantilli (36808641),Adam Fantilli,36808641,C/UTIL,4000,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,7.07
,,,,,,,,,,D,Alex Vlasic (36809583),Alex Vlasic,36809583,D/UTIL,4000,DAL@CHI 11/27/2024 08:30PM ET,CHI,8.45
,,,,,,,,,,D,Alec Martinez (36809585),Alec Martinez,36809585,D/UTIL,4000,DAL@CHI 11/27/2024 08:30PM ET,CHI,5.9
,,,,,,,,,,RW,Fabian Zetterlund (36809021),Fabian Zetterlund,36809021,W/UTIL,4000,OTT@SJS 11/27/2024 10:30PM ET,SJS,9.62
,,,,,,,,,,RW,Ryan Hartman (36809027),Ryan Hartman,36809027,W/UTIL,3900,MIN@BUF 11/27/2024 07:00PM ET,MIN,8.01
,,,,,,,,,,D,Brent Burns (36809593),Brent Burns,36809593,D/UTIL,3900,NYR@CAR 11/27/2024 07:00PM ET,CAR,6.98
,,,,,,,,,,D,Trevor van Riemsdyk (36809591),Trevor van Riemsdyk,36809591,D/UTIL,3900,WSH@TBL 11/27/2024 07:30PM ET,WSH,9.71
,,,,,,,,,,C,Pavel Zacha (36808645),Pavel Zacha,36808645,C/UTIL,3900,BOS@NYI 11/27/2024 07:30PM ET,BOS,5.94
,,,,,,,,,,LW,Jake DeBrusk (36809025),Jake DeBrusk,36809025,W/UTIL,3900,VAN@PIT 11/27/2024 07:30PM ET,VAN,8.72
,,,,,,,,,,D,Kris Letang (36809595),Kris Letang,36809595,D/UTIL,3900,VAN@PIT 11/27/2024 07:30PM ET,PIT,7.72
,,,,,,,,,,RW,Kent Johnson (36809023),Kent Johnson,36809023,W/UTIL,3900,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,13.25
,,,,,,,,,,D,Thomas Harley (36809597),Thomas Harley,36809597,D/UTIL,3900,DAL@CHI 11/27/2024 08:30PM ET,DAL,7.94
,,,,,,,,,,C,Ryan Strome (36808647),Ryan Strome,36808647,C/UTIL,3900,ANA@SEA 11/27/2024 10:00PM ET,ANA,6.98
,,,,,,,,,,C,Brayden Schenn (36808651),Brayden Schenn,36808651,C/UTIL,3800,STL@NJD 11/27/2024 07:00PM ET,STL,8.09
,,,,,,,,,,LW,Jonathan Huberdeau (36809029),Jonathan Huberdeau,36809029,W/UTIL,3800,CGY@DET 11/27/2024 07:30PM ET,CGY,7.82
,,,,,,,,,,D,Aaron Ekblad (36809599),Aaron Ekblad,36809599,D/UTIL,3800,TOR@FLA 11/27/2024 07:30PM ET,FLA,6.24
,,,,,,,,,,C,Cole Sillinger (36808649),Cole Sillinger,36808649,C/UTIL,3800,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,8.62
,,,,,,,,,,D,Damon Severson (36809601),Damon Severson,36809601,D/UTIL,3800,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,8.68
,,,,,,,,,,RW,Matvei Michkov (36809031),Matvei Michkov,36809031,W/UTIL,3800,PHI@NSH 11/27/2024 08:00PM ET,PHI,9.19
,,,,,,,,,,D,Cam York (36809603),Cam York,36809603,D/UTIL,3800,PHI@NSH 11/27/2024 08:00PM ET,PHI,6.8
,,,,,,,,,,LW,Claude Giroux (36809033),Claude Giroux,36809033,W/UTIL,3800,OTT@SJS 11/27/2024 10:30PM ET,OTT,9.13
,,,,,,,,,,C,Nicolas Roy (36808655),Nicolas Roy,36808655,C/UTIL,3700,VGK@COL 11/27/2024 10:00PM ET,VGK,7.02
,,,,,,,,,,RW,Stefan Noesen (36809035),Stefan Noesen,36809035,W/UTIL,3700,STL@NJD 11/27/2024 07:00PM ET,NJD,9.1
,,,,,,,,,,LW,Bobby McMann (36809039),Bobby McMann,36809039,W/UTIL,3700,TOR@FLA 11/27/2024 07:30PM ET,TOR,7.46
,,,,,,,,,,D,Oliver Ekman-Larsson (36809611),Oliver Ekman-Larsson,36809611,D/UTIL,3700,TOR@FLA 11/27/2024 07:30PM ET,TOR,6.85
,,,,,,,,,,C,Morgan Frost (36808653),Morgan Frost,36808653,C/UTIL,3700,PHI@NSH 11/27/2024 08:00PM ET,PHI,7.41
,,,,,,,,,,D,Nick Seeler (36809605),Nick Seeler,36809605,D/UTIL,3700,PHI@NSH 11/27/2024 08:00PM ET,PHI,7.99
,,,,,,,,,,D,Vladislav Gavrikov (36809607),Vladislav Gavrikov,36809607,D/UTIL,3700,WPG@LAK 11/27/2024 10:00PM ET,LAK,7.47
,,,,,,,,,,LW,Jaden Schwartz (36809037),Jaden Schwartz,36809037,W/UTIL,3700,ANA@SEA 11/27/2024 10:00PM ET,SEA,7.78
,,,,,,,,,,D,Jamie Oleksiak (36809609),Jamie Oleksiak,36809609,D/UTIL,3700,ANA@SEA 11/27/2024 10:00PM ET,SEA,7.34
,,,,,,,,,,C,Ryan McLeod (36808659),Ryan McLeod,36808659,C/UTIL,3600,MIN@BUF 11/27/2024 07:00PM ET,BUF,5.84
,,,,,,,,,,LW,Jason Zucker (36809045),Jason Zucker,36809045,W/UTIL,3600,MIN@BUF 11/27/2024 07:00PM ET,BUF,6.83
,,,,,,,,,,RW,Victor Olofsson (36809043),Victor Olofsson,36809043,W/UTIL,3600,VGK@COL 11/27/2024 10:00PM ET,VGK,10.82
,,,,,,,,,,D,Philip Broberg (36809613),Philip Broberg,36809613,D/UTIL,3600,STL@NJD 11/27/2024 07:00PM ET,STL,7.01
,,,,,,,,,,C,Connor Zary (36808657),Connor Zary,36808657,C/UTIL,3600,CGY@DET 11/27/2024 07:30PM ET,CGY,7.31
,,,,,,,,,,D,Chris Tanev (36809621),Chris Tanev,36809621,D/UTIL,3600,TOR@FLA 11/27/2024 07:30PM ET,TOR,7.88
,,,,,,,,,,D,Gustav Forsling (36809623),Gustav Forsling,36809623,D/UTIL,3600,TOR@FLA 11/27/2024 07:30PM ET,FLA,7.56
,,,,,,,,,,D,Hampus Lindholm (36809615),Hampus Lindholm,36809615,D/UTIL,3600,BOS@NYI 11/27/2024 07:30PM ET,BOS,7.77
,,,,,,,,,,LW,Dmitri Voronkov (36809041),Dmitri Voronkov,36809041,W/UTIL,3600,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,8.77
,,,,,,,,,,D,Brady Skjei (36809625),Brady Skjei,36809625,D/UTIL,3600,PHI@NSH 11/27/2024 08:00PM ET,NSH,6.99
,,,,,,,,,,LW,Jamie Benn (36809047),Jamie Benn,36809047,W/UTIL,3600,DAL@CHI 11/27/2024 08:30PM ET,DAL,7.02
,,,,,,,,,,D,Radko Gudas (36809617),Radko Gudas,36809617,D/UTIL,3600,ANA@SEA 11/27/2024 10:00PM ET,ANA,6.54
,,,,,,,,,,D,Pavel Mintyukov (36809619),Pavel Mintyukov,36809619,D/UTIL,3600,ANA@SEA 11/27/2024 10:00PM ET,ANA,6.91
,,,,,,,,,,C,Logan Couture (36808661),Logan Couture,36808661,C/UTIL,3600,OTT@SJS 11/27/2024 10:30PM ET,SJS,0
,,,,,,,,,,D,Devon Toews (36809627),Devon Toews,36809627,D/UTIL,3500,VGK@COL 11/27/2024 10:00PM ET,COL,6.47
,,,,,,,,,,D,Brayden McNabb (36809633),Brayden McNabb,36809633,D/UTIL,3500,VGK@COL 11/27/2024 10:00PM ET,VGK,7.26
,,,,,,,,,,RW,Nick Paul (36809055),Nick Paul,36809055,W/UTIL,3500,WSH@TBL 11/27/2024 07:30PM ET,TBL,7.56
,,,,,,,,,,RW,Jean-Gabriel Pageau (36809051),Jean-Gabriel Pageau,36809051,W/UTIL,3500,BOS@NYI 11/27/2024 07:30PM ET,NYI,7.23
,,,,,,,,,,D,Ryan Pulock (36809635),Ryan Pulock,36809635,D/UTIL,3500,BOS@NYI 11/27/2024 07:30PM ET,NYI,8.18
,,,,,,,,,,C,Justin Danforth (36808663),Justin Danforth,36808663,C/UTIL,3500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,8.82
,,,,,,,,,,D,Ivan Provorov (36809629),Ivan Provorov,36809629,D/UTIL,3500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,6.04
,,,,,,,,,,D,Lane Hutson (36809631),Lane Hutson,36809631,D/UTIL,3500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,6.60
,,,,,,,,,,C,Phillip Danault (36808665),Phillip Danault,36808665,C/UTIL,3500,WPG@LAK 11/27/2024 10:00PM ET,LAK,6.57
,,,,,,,,,,LW,Warren Foegele (36809053),Warren Foegele,36809053,W/UTIL,3500,WPG@LAK 11/27/2024 10:00PM ET,LAK,8.20
,,,,,,,,,,LW,Trevor Zegras (36809049),Trevor Zegras,36809049,W/UTIL,3500,ANA@SEA 11/27/2024 10:00PM ET,ANA,6.72
,,,,,,,,,,D,Bowen Byram (36809647),Bowen Byram,36809647,D/UTIL,3400,MIN@BUF 11/27/2024 07:00PM ET,BUF,6.77
,,,,,,,,,,RW,Jake Neighbours (36809057),Jake Neighbours,36809057,W/UTIL,3400,STL@NJD 11/27/2024 07:00PM ET,STL,6.98
,,,,,,,,,,RW,Matt Coronato (36809059),Matt Coronato,36809059,W/UTIL,3400,CGY@DET 11/27/2024 07:30PM ET,CGY,7.84
,,,,,,,,,,D,Simon Edvinsson (36809645),Simon Edvinsson,36809645,D/UTIL,3400,CGY@DET 11/27/2024 07:30PM ET,DET,9.01
,,,,,,,,,,C,Pierre-Luc Dubois (36808669),Pierre-Luc Dubois,36808669,C/UTIL,3400,WSH@TBL 11/27/2024 07:30PM ET,WSH,7.27
,,,,,,,,,,RW,Anthony Duclair (36809061),Anthony Duclair,36809061,W/UTIL,3400,BOS@NYI 11/27/2024 07:30PM ET,NYI,7.36
,,,,,,,,,,D,Alexander Romanov (36809641),Alexander Romanov,36809641,D/UTIL,3400,BOS@NYI 11/27/2024 07:30PM ET,NYI,7.51
,,,,,,,,,,C,Pius Suter (36808667),Pius Suter,36808667,C/UTIL,3400,VAN@PIT 11/27/2024 07:30PM ET,VAN,6.91
,,,,,,,,,,D,Emil Andrae (36809639),Emil Andrae,36809639,D/UTIL,3400,PHI@NSH 11/27/2024 08:00PM ET,PHI,5.74
,,,,,,,,,,D,Connor Murphy (36809637),Connor Murphy,36809637,D/UTIL,3400,DAL@CHI 11/27/2024 08:30PM ET,CHI,7.47
,,,,,,,,,,D,Esa Lindell (36809649),Esa Lindell,36809649,D/UTIL,3400,DAL@CHI 11/27/2024 08:30PM ET,DAL,7.82
,,,,,,,,,,D,Mikey Anderson (36809643),Mikey Anderson,36809643,D/UTIL,3400,WPG@LAK 11/27/2024 10:00PM ET,LAK,7.21
,,,,,,,,,,RW,Oliver Bjorkstrand (36809063),Oliver Bjorkstrand,36809063,W/UTIL,3400,ANA@SEA 11/27/2024 10:00PM ET,SEA,6.78
,,,,,,,,,,LW,William Eklund (36809065),William Eklund,36809065,W/UTIL,3400,OTT@SJS 11/27/2024 10:30PM ET,SJS,8.33
,,,,,,,,,,C,Jesperi Kotkaniemi (36808673),Jesperi Kotkaniemi,36808673,C/UTIL,3300,NYR@CAR 11/27/2024 07:00PM ET,CAR,6.88
,,,,,,,,,,LW,Will Cuylle (36809075),Will Cuylle,36809075,W/UTIL,3300,NYR@CAR 11/27/2024 07:00PM ET,NYR,9.18
,,,,,,,,,,D,Braden Schneider (36809659),Braden Schneider,36809659,D/UTIL,3300,NYR@CAR 11/27/2024 07:00PM ET,NYR,7.26
,,,,,,,,,,LW,Aliaksei Protas (36809067),Aliaksei Protas,36809067,W/UTIL,3300,WSH@TBL 11/27/2024 07:30PM ET,WSH,8.25
,,,,,,,,,,D,Matt Roy (36809653),Matt Roy,36809653,D/UTIL,3300,WSH@TBL 11/27/2024 07:30PM ET,WSH,6.78
,,,,,,,,,,RW,Anthony Beauvillier (36809073),Anthony Beauvillier,36809073,W/UTIL,3300,VAN@PIT 11/27/2024 07:30PM ET,PIT,7.01
,,,,,,,,,,D,Filip Hronek (36809651),Filip Hronek,36809651,D/UTIL,3300,VAN@PIT 11/27/2024 07:30PM ET,VAN,5.34
,,,,,,,,,,C,Nick Foligno (36808671),Nick Foligno,36808671,C/UTIL,3300,DAL@CHI 11/27/2024 08:30PM ET,CHI,6.55
,,,,,,,,,,C,Quinton Byfield (36808675),Quinton Byfield,36808675,C/UTIL,3300,WPG@LAK 11/27/2024 10:00PM ET,LAK,5.8
,,,,,,,,,,LW,Nino Niederreiter (36809071),Nino Niederreiter,36809071,W/UTIL,3300,WPG@LAK 11/27/2024 10:00PM ET,WPG,8.89
,,,,,,,,,,LW,Cutter Gauthier (36809069),Cutter Gauthier,36809069,W/UTIL,3300,ANA@SEA 11/27/2024 10:00PM ET,ANA,6.6
,,,,,,,,,,D,Jackson LaCombe (36809655),Jackson LaCombe,36809655,D/UTIL,3300,ANA@SEA 11/27/2024 10:00PM ET,ANA,7.82
,,,,,,,,,,D,Adam Larsson (36809657),Adam Larsson,36809657,D/UTIL,3300,ANA@SEA 11/27/2024 10:00PM ET,SEA,6.97
,,,,,,,,,,LW,Jordan Greenway (36809087),Jordan Greenway,36809087,W/UTIL,3200,MIN@BUF 11/27/2024 07:00PM ET,BUF,6.08
,,,,,,,,,,LW,Jonathan Drouin (36809077),Jonathan Drouin,36809077,W/UTIL,3200,VGK@COL 11/27/2024 10:00PM ET,COL,8.24
,,,,,,,,,,C,Erik Haula (36808677),Erik Haula,36808677,C/UTIL,3200,STL@NJD 11/27/2024 07:00PM ET,NJD,6.82
,,,,,,,,,,D,Jaccob Slavin (36809665),Jaccob Slavin,36809665,D/UTIL,3200,NYR@CAR 11/27/2024 07:00PM ET,CAR,6.61
